instance_id,checkpoint,sample_replicate,sample_budget,method,stream_seed,success,first_success_step,minimum_gap,final_gap,final_pstar,final_dominant_probability,final_fisher_condition,final_gradient_rms_ratio,final_trap,sample_batches,total_samples,first_direction_cosine,first_direction_relative_error,first_sample_rank,maximum_sample_identity_residual,parameter_dimension,stored_metric_entries
ct_w6_i1,199,4,64,sampled_adam,16243274505924088857,0,,1.0008696331855251,1.0008696331855251,4.860717325432633e-12,0.991456423230378,,0.1500929839703886,0,199,12736,,1.0,0,0.0,52,104
ct_w6_i1,199,4,64,sampled_full_fisher,16243274505924088857,0,,1.0007260766614738,1.0007260766614738,3.0363440332836135e-12,0.9844019965000369,,0.12570392290514024,0,199,12736,,1.0,0,0.0,52,1378
ct_w6_i1,199,4,64,ray_plus_residual,16243274505924088857,1,19.0,0.05485986721951086,0.05485986721951086,0.9451453316214685,0.9451453316214685,,38.444665333521996,0,19,1216,0.9970847042368043,0.07652573321952114,0,0.0,52,802
ct_w6_i1,199,0,256,sampled_adam,4942883241138303271,0,,1.000499526517494,1.000499526517494,2.7081744040392784e-13,0.9962767106285405,1982868086.0533452,0.09122648098235697,1,199,50944,0.019149018858209823,0.9999224627847837,5,0.0,52,104
ct_w6_i1,199,0,256,sampled_full_fisher,4942883241138303271,0,,1.0001829918553167,1.0001829918553167,9.711124586753544e-15,0.9650184185285183,148249704351.7399,0.03945785427231716,1,199,50944,0.10625571830060049,1.000000044908817,5,0.0,52,1378
ct_w6_i1,199,0,256,ray_plus_residual,4942883241138303271,1,17.0,0.09081468812466476,0.09081468812466476,0.909195127788013,0.909195127788013,,66.85594725990914,0,17,4352,0.9792988825768164,0.20669850009770713,5,0.0,52,802
ct_w6_i1,199,1,256,sampled_adam,15624139608077788849,0,,1.0004382047095977,1.0004382047095977,2.122658936364915e-12,0.9787962325835325,8140872366.53893,0.0737754493999866,1,199,50944,0.06735617954786202,0.9984761734130275,4,0.0,52,104
ct_w6_i1,199,1,256,sampled_full_fisher,15624139608077788849,0,,1.000284792366676,1.000284792366676,3.5593093912857223e-13,0.965845583641477,21353148024.82696,0.061721215086884045,1,199,50944,0.09705803203855959,1.000000028271548,4,0.0,52,1378
ct_w6_i1,199,1,256,ray_plus_residual,15624139608077788849,1,18.0,0.0866211979020921,0.0866211979020921,0.9133836812959383,0.9133836812959383,,63.212096041812494,0,18,4608,0.9799554087499772,0.20329186154126017,4,0.0,52,802
ct_w6_i1,199,2,256,sampled_adam,10119151551679255022,0,,1.0003003953343352,1.0003003953343352,9.861693909973253e-14,0.9874528263507032,8712829553.332958,0.04471185757594744,1,199,50944,-0.022442535697935223,1.0010570751721435,4,0.0,52,104
ct_w6_i1,199,2,256,sampled_full_fisher,10119151551679255022,0,,1.000173642467713,1.000173642467713,6.62590606675329e-14,0.9693446274138591,57311494288.81251,0.02880140566269006,1,199,50944,0.051847580707685914,1.000000000417631,4,0.0,52,1378
ct_w6_i1,199,2,256,ray_plus_residual,10119151551679255022,1,19.0,0.056933710722482544,0.056933710722482544,0.9430687623357878,0.9430687623357878,,43.060282031155324,0,19,4864,0.9799702128079786,0.203214466224991,4,0.0,52,802
ct_w6_i1,199,3,256,sampled_adam,2195119008235945274,0,,1.0003304567722768,1.0003304567722768,3.5227585781403947e-13,0.9870078899615026,23169841927.845657,0.05276365536374807,1,199,50944,9.131964712965912e-06,1.0003093081320302,3,0.0,52,104
ct_w6_i1,199,3,256,sampled_full_fisher,2195119008235945274,0,,1.000238653471568,1.000238653471568,1.1680621363402692e-13,0.9649547529418263,142483857807.1546,0.04614589855272049,1,199,50944,0.051847583716498315,1.0000000001056928,3,0.0,52,1378
ct_w6_i1,199,3,256,ray_plus_residual,2195119008235945274,1,18.0,0.07293397183324757,0.07293397183324757,0.9270712980114045,0.9270712980114045,,50.81397788802433,0,18,4608,0.9794842483653194,0.20574168165419293,3,0.0,52,802
ct_w6_i1,199,4,256,sampled_adam,3734693048811586962,0,,1.0003050656644916,1.0003050656644916,1.1441502547685106e-13,0.9835677212523383,23467030140.138256,0.051014390555667394,1,199,50944,0.05679658656979259,0.9989672054351683,2,0.0,52,104
ct_w6_i1,199,4,256,sampled_full_fisher,3734693048811586962,0,,1.0002189011406113,1.0002189011406113,5.795728210748729e-13,0.9656707851929737,34984774956.768906,0.03830858452336621,1,199,50944,0.0803222022011227,0.9999999567365802,2,0.0,52,1378
ct_w6_i1,199,4,256,ray_plus_residual,3734693048811586962,1,17.0,0.08845276816064995,0.08845276816064995,0.9115529596073277,0.9115529596073277,,66.21130750627033,0,17,4352,0.9794765240528107,0.2057816308607032,2,0.0,52,802
ct_w6_i1,199,0,1024,sampled_adam,18244530465770264208,0,,1.0001465756329502,1.0001465756329502,1.8451494503443916e-14,0.9968921591626168,7700772391.043367,0.023847342112308777,1,199,203776,0.051848881733344496,0.9987604779454531,6,0.0,52,104
